Prefix,Vessel Name,Engine serial no,Engine Brand,Engine model,Status,Compatible,Non Conclusive Follow Up,Engine shaft power,Engine Type,Engine Mounting,Engine Fuel Used,GT,Length,Breadth,Depth,Dead Weight,Year Built,Owner Name
NA,SS SPRING,328035,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,149.0,Motor,Inboard,Diesel,32,17.5,4.6,2.0,NA,2015.0,SEASCAPE TECHNOLOGY PTE LTD
NA,SS SUMMER,P:75M00245,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,746.0, ,Inboard,Diesel,165,29.3,6.4,3.1,NA,1999.0,SEASCAPE TECHNOLOGY PTE LTD
SC,SS2409,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1827,70.3,21.4,4.9,NA,2014.0,ORIENT NATURAL RESOURCES PTE LTD
SC,SSA ALYSSA,P:45911397,CUMMINS,NA,Up to B20,Compatible with B20,NA,261.0, ,Inboard,Diesel,33,14.0,4.7,2.4,NA,2000.0,SEA SEARCH ASIA PTE LTD
NA,SSA AMELIA,1421B018090,WEI CHAI,WP12C450-21,Up to B30,Compatible with B30,NA,330.0,Motor,Inboard,Diesel,48,18.3,5.2,2.1,NA,1991.0,SEA SEARCH ASIA PTE LTD
SC,SSA ASHLEY,102859,NISSAN,NA,NA,No Data Available,Not Conclusive,285.0, ,Inboard,Diesel,16,11.8,4.0,1.2,NA,1997.0,SEA SEARCH ASIA PTE LTD
SC,SSA KALLISTA,210713,CUMMINS,NA,Up to B20,Compatible with B20,NA,330.0, ,Inboard,Diesel,45,17.9,4.6,2.6,NA,2008.0,SEA SEARCH ASIA PTE LTD
NA,SSE ADEL,73015550,CUMMINS,NA,Up to B20,Compatible with B20,NA,0.0,Motor,Inboard,Diesel,26,12.6,3.8,1.9,NA,2016.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE ADIRA,33120365,CUMMINS,KTA 38M,Up to B20,Compatible with B20,NA,701.0,Motor,Inboard,Diesel,253,30.0,9.0,3.5,NA,1992.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE ALEXANDRIA,1422D015473,WEI CHAI,NA,Up to B30,Compatible with B30,NA,368.0, ,Inboard,Diesel,162,23.5,8.7,2.8,NA,2005.0,SINGAPORE SALVAGE ENGINEERS PL
SC,SSE AMANDA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,303,35.2,12.2,2.5,NA,2008.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE ANASTASIA,37176971,CUMMINS,KTA 19M3,Up to B20,Compatible with B20,NA,477.0,Motor,Inboard,Diesel,80,17.2,8.1,2.3,NA,2016.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE ANGELINA,41205058 / NTA855,CUMMINS,NA,Up to B20,Compatible with B20,NA,298.0, ,Inboard,Diesel,158,29.6,9.5,2.0,NA,1984.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE ANNE,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,195,26.3,10.9,2.4,NA,1994.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE ARIANA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,260,35.2,12.2,2.5,NA,2013.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE ARISSA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,293,36.0,12.0,2.4,NA,2006.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE ASHLEY,301184,CUMMINS,NA,Up to B20,Compatible with B20,NA,186.0, ,Inboard,Diesel,60,17.0,5.0,2.5,NA,2010.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE ATHENA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,289,35.2,12.1,2.4,NA,2006.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE AYRA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1463,67.3,19.6,4.3,NA,2007.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE CAMELIA,10347930,CUMMINS,NA,Up to B20,Compatible with B20,NA,179.0, ,Inboard,Diesel,98,22.3,7.4,2.1,NA,2004.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE CARISSA,4TB09651,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,272.0, ,Inboard,Diesel,52,18.3,5.0,2.2,NA,2006.0,SINGAPORE SALVAGE ENGINEERS PL
SC,SSE CASSANDRA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,139,24.0,8.5,2.4,NA,2002.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE CHARLOTTE,P:4088,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,485.0,Motor,Inboard,Diesel,143,22.1,7.4,3.2,NA,2012.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE ELISA,1421F062573,WEI CHAI,WP12C500-21,Up to B30,Compatible with B30,NA,368.0,Motor,Inboard,Diesel,32,14.2,4.4,2.1,NA,2021.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE ELSA,1421F062574,WEI CHAI,WP12C500-21,Up to B30,Compatible with B30,NA,368.0,Motor,Inboard,Diesel,32,14.2,4.4,2.1,NA,2022.0,SINGAPORE SALVAGE ENGINEERS PL
ST,SSE ERICA,1012634225,VOLVO PENTA,D12,Up to B30,Compatible with B30,NA,367.0,Motor,Inboard,Diesel,61,15.1,6.0,2.9,NA,2007.0,SINGAPORE SALVAGE ENGINEERS PL
ST,SSE EVANKA,P:12501246,VOLVO,NA,Up to B30,Compatible with B30,NA,331.0, ,Inboard,Diesel,59,15.0,6.0,2.7,NA,2006.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE FRANCIS,371251,CUMMINS,NA,Up to B20,Compatible with B20,NA,372.0,Motor,Inboard,Diesel,237,28.0,10.0,3.0,NA,1997.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE IGNATIUS,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1254,52.0,22.0,3.7,1225.0,1999.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE IMELDA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,258,35.1,12.1,2.4,NA,2013.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE INDIANA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,307,28.8,16.8,2.4,NA,2013.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE JANNA,90901009016,STEYR,WO615 MARINE,NA,No Data Available,Not Conclusive,233.0, ,Inboard,Diesel,102,24.0,5.0,3.0,NA,1985.0,SINGAPORE AQUACULTURE TECHNOLOGIES P L
SR,SSE JEROME,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1800,64.2,27.0,4.8,NA,2013.0,SINGAPORE SALVAGE ENGINEERS PL
ST,SSE JOANNE,4TB05491,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,283.0, ,Inboard,Diesel,89,18.8,6.4,2.8,NA,1996.0,SSE MARINE PTE LTD
SR,SSE JUNIOR,3931,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,103.0, ,Inboard,Diesel,10,8.5,3.2,1.2,NA,1984.0,SINGAPORE SALVAGE ENGINEERS PL
ST,SSE LUCIA,P:4TB00288,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,240.0, ,Inboard,Diesel,50,15.7,5.6,2.8,NA,1984.0,SINGAPORE SALVAGE ENGINEERS PL
ST,SSE LUCY,P75Z01722,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,240.0, ,Inboard,Diesel,50,15.7,5.6,2.8,NA,1984.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE MACARENA,23157107,CUMMINS,NA,Up to B20,Compatible with B20,NA,186.0, ,Inboard,Diesel,24,13.9,5.1,1.2,NA,1998.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE MARELLA,10884745,CUMMINS,NA,Up to B20,Compatible with B20,NA,260.0,Motor,Inboard,Diesel,34,12.3,5.1,1.9,NA,2017.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE MERLYN,11900498,CUMMINS,NA,Up to B20,Compatible with B20,NA,261.0,Motor,Inboard,Diesel,74,19.5,5.8,2.3,NA,2014.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE MOANA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,110,15.5,12.5,2.0,NA,2019.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE MONALISA,P:11938,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,237.0, ,Inboard,Diesel,36,12.6,5.0,2.0,NA,1983.0,SINGAPORE SALVAGE ENGINEERS PL
ST,SSE NATALIE,3581806,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,932.0,Motor,Inboard,Diesel,212,28.0,8.1,4.0,NA,2006.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE NIKITA,21274,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,1204.0, ,Inboard,Diesel,197,24.0,8.3,3.6,NA,2001.0,SINGAPORE SALVAGE ENGINEERS PL
ST,SSE OLGA,3023,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,610.0, ,Inboard,Diesel,195,25.4,8.0,3.6,NA,2012.0,SINGAPORE SALVAGE ENGINEERS PL
ST,SSE OLIVIA,P:41056324,CUMMINS,NA,Up to B20,Compatible with B20,NA,298.0, ,Inboard,Diesel,73,17.0,5.8,3.0,NA,2003.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE PATRICIA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,142,30.0,13.9,1.2,NA,2002.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE QISTINA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,902,52.7,18.3,3.7,NA,2007.0,SINGAPORE SALVAGE ENGINEERS PL
ST,SSE RACHEL,33835,HINO,NA,NA,No Data Available,Not Conclusive,208.0,Motor,Inboard,Diesel,14,9.1,3.0,1.8,NA,1975.0,SINGAPORE SALVAGE ENGINEERS PL
ST,SSE RONELLE,P41044662,CUMMINS,KTA 19-M500,Up to B20,Compatible with B20,NA,373.0, ,Inboard,Diesel,107,19.8,6.8,3.4,NA,2000.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE RUI,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,2474,77.1,25.0,4.5,NA,2013.0,SINGAPORE SALVAGE ENGINEERS PL
SR,SSE SENTOSA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,30,15.3,5.8,1.2,NA,2013.0,SINGAPORE SALVAGE ENGINEERS PL
NA,SSE VALENCIA,P:60M02230,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,465.0, ,Inboard,Diesel,339,43.0,9.0,3.1,NA,1983.0,SINGAPORE SALVAGE ENGINEERS PL
ST,ST 0016D,30119061,CUMMINS,NA,Up to B20,Compatible with B20,NA,179.0, ,Inboard,Diesel,24,13.7,3.6,1.7,NA,1974.0,KEE MARINE PTE LTD
ST,ST 0021J,18109332,CUMMINS,NA,Up to B20,Compatible with B20,NA,179.0, ,Inboard,Diesel,24,14.3,3.7,1.6,NA,1972.0,NEW WEST COAST PTE LTD
ST,ST 0118G,22543,CUMMINS,NA,Up to B20,Compatible with B20,NA,201.0, ,Inboard,Diesel,18,11.8,3.6,1.5,NA,1973.0,CHONG TONG MARINE PTE LTD
ST,ST 0246I,10854223,CUMMINS,NA,Up to B20,Compatible with B20,NA,201.0, ,Inboard,Diesel,14,14.2,3.5,1.0,NA,1972.0,WAN SOON TUGBOAT SERVICES PTE LTD
ST,ST 0248E,7128911,CUMMINS,NA,Up to B20,Compatible with B20,NA,298.0,Motor,Inboard,Diesel,20,12.7,3.7,1.5,NA,1975.0,HUP LEE MARINE SERVICES PTE LTD
ST,ST 0283C,23177739,CUMMINS,NA,Up to B20,Compatible with B20,NA,186.0, ,Inboard,Diesel,18,12.2,3.2,1.6,NA,1972.0,KIM LIAN HOE MARINE CO PTE LTD
ST,ST 0299Z,41014842,CUMMINS,NA,Up to B20,Compatible with B20,NA,261.0, ,Inboard,Diesel,31,15.3,3.9,1.8,NA,1974.0,HAI WOON TUG BOAT CO PTE LTD
ST,ST 0447Z,10963011,CUMMINS,NA,Up to B20,Compatible with B20,NA,260.0, ,Inboard,Diesel,22,13.2,3.8,1.5,NA,1977.0,DONG SHENG TUG BOAT SERVICES
ST,ST 0593Z,11132666,CUMMINS,NA,Up to B20,Compatible with B20,NA,372.0, ,Inboard,Diesel,41,14.6,4.5,2.2,NA,1982.0,HUP LEE MARINE SERVICES PTE LTD
ST,ST 0595F,18105278,CUMMINS,NA,Up to B20,Compatible with B20,NA,179.0, ,Inboard,Diesel,25,13.9,3.9,1.6,NA,1982.0,WAN SOON TUGBOAT SERVICES PTE LTD
ST,ST 0599I,12014294,CUMMINS,NA,Up to B20,Compatible with B20,NA,260.0, ,Inboard,Diesel,23,13.0,3.6,1.7,NA,1980.0,S&#39;PORE MARINE TRANSPORT PTE LTD
ST,ST 0616B,41234429,CUMMINS,NA,Up to B20,Compatible with B20,NA,261.0, ,Inboard,Diesel,17,14.2,4.1,1.0,NA,1982.0,S&#39;PORE MARINE TRANSPORT PTE LTD
ST,ST 0632D,11065177,CUMMINS,NA,Up to B20,Compatible with B20,NA,298.0, ,Inboard,Diesel,34,14.3,4.2,2.0,NA,1983.0,HUP LEE MARINE SERVICES PTE LTD
ST,ST 0651J,30326206,CUMMINS,NA,Up to B20,Compatible with B20,NA,223.0, ,Inboard,Diesel,33,14.2,4.1,2.0,NA,1984.0,NEW WEST COAST MARINE PTE LTD
ST,ST 0689H,41213966,CUMMINS,NA,Up to B20,Compatible with B20,NA,261.0, ,Inboard,Diesel,32,13.5,4.1,2.0,NA,1983.0,KEE MARINE PTE LTD
ST,ST 0715J,11899996,CUMMINS,NA,Up to B20,Compatible with B20,NA,260.0, ,Inboard,Diesel,31,14.1,4.1,1.9,NA,1983.0,S&#39;PORE MARINE TRANSPORT PTE LTD
ST,ST 0723A,41182663,CUMMINS,NA,Up to B20,Compatible with B20,NA,261.0, ,Inboard,Diesel,33,14.5,4.0,2.0,NA,1976.0,S&#39;PORE MARINE TRANSPORT PTE LTD
ST,ST 0794J,10951750,CUMMINS,NA,Up to B20,Compatible with B20,NA,298.0, ,Inboard,Diesel,31,14.8,4.1,1.8,NA,1991.0,WAN SOON TUGBOAT SERVICES PTE LTD
ST,ST FRANCESCA,16555,HINO,NA,NA,No Data Available,Not Conclusive,260.0, ,Inboard,Diesel,49,18.7,5.5,2.9,NA,2000.0,LEE HUAT YAP KEE &AMP; CO PTE LTD
NA,ST01,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1830,73.2,21.4,4.9,NA,2013.0,MILLENNIUM MARINE &AMP; SHIPPING P L
NA,ST02,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1830,70.3,21.4,4.9,NA,2013.0,MILLENNIUM MARINE &AMP; SHIPPING P L
SC,STAR,P:1881,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,175.0, ,Inboard,Diesel,25,18.2,4.2,2.0,25.0,1978.0,BILLION STARS MARINE LLP
SB,STAR 2,NTA855-M; 41182216/7,CUMMINS,NA,Up to B20,Compatible with B20,NA,522.0,Motor,Inboard,Gas Oil,496,42.2,10.2,4.3,805.0,2012.0,ISHIPS MGMT PTE LTD
ST,STAR ADMIRAL,S2X01160,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,1999.0, ,Inboard,Diesel,394,27.6,12.0,5.0,NA,2008.0,PSA MARINE PTE LTD
ST,STAR COMMODORE,S2X01350,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,1999.0, ,Inboard,Diesel,394,27.6,12.0,5.0,NA,2009.0,PSA MARINE PTE LTD
ST,STAR ENDEAVOUR,S2X00526,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,1865.0, ,Inboard,Diesel,327,25.2,11.5,5.1,NA,2006.0,PSA MARINE PTE LTD
SC,STAR GLOBAL 1201,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,257,35.2,12.2,2.5,NA,2015.0,STAR GLOBAL AGENCY PTE LTD
SC,STAR GLOBAL 2101,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1049,61.5,18.3,3.7,NA,2011.0,STAR GLOBAL ALLIANCE PTE LTD
SB,STAR QUEST,260031,DAIHATSU,NA,"Up to B20, <B20 to B30. Consult OEM",Compatible with B20,NA,1618.0, ,Inboard,Diesel,4010,89.5,16.5,9.2,5618.0,2007.0,UNITED TANKERS PTE LTD
NA,STAR TITAN,TTH00335,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,1999.0, ,Inboard,Diesel,394,27.5,12.0,4.9,NA,2011.0,PSA MARINE PTE LTD
SC,STELLAR 1,E19595,HINO,NA,NA,No Data Available,Not Conclusive,355.0, ,Inboard,Diesel,20,12.8,3.6,1.5,NA,2010.0,STELLAR SHIP MANAGEMENT SERVICES PTE LTD
SP,STET POLARIS,SLT00328,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,522.0, ,Inboard,Diesel,166,23.1,6.6,3.7,NA,2010.0,ENG HUP SHIPPING PTE LTD
SR,STINGER,46270868,CUMMINS,NA,Up to B20,Compatible with B20,NA,261.0, ,Inboard,Diesel,32,15.2,4.8,2.1,19.0,2002.0,SGS SINGAPORE DIVING PTE LTD
SC,STK 1,185304,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,360.0,Motor,Inboard,Diesel,26,13.5,3.8,1.8,NA,2012.0,SEATANK PTE LTD
ST,STK 10,G912C005916,SHANGHAI DIESEL,NA,Up to B30,Compatible with B30,NA,193.0,Motor,Inboard,Diesel,43,14.5,5.2,2.0,NA,2015.0,KMT HOLDING PTE LTD
ST,STK 11,30320084,CUMMINS,NA,Up to B20,Compatible with B20,NA,280.0, ,Inboard,Diesel,45,14.5,5.5,2.0,NA,2007.0,KMT HOLDING PTE LTD
ST,STK 12,10373517,CUMMINS,NA,Up to B20,Compatible with B20,NA,280.0, ,Inboard,Diesel,45,14.5,5.5,2.0,NA,2008.0,KMT HOLDING PTE LTD
ST,STK 13,P:23179386,CUMMINS,NA,Up to B20,Compatible with B20,NA,261.0, ,Inboard,Diesel,48,15.8,5.1,2.1,NA,2003.0,BAN HARBOUR TUG SVS PTE LTD
NA,STK 15,G917A003678,SHANGHAI DIESEL,NA,Up to B30,Compatible with B30,NA,280.0,Motor,Inboard,Diesel,60,16.3,5.6,2.3,NA,2019.0,KMT MARINE PTE LTD
SC,STK 2,P:222392,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,180.0, ,Inboard,Diesel,26,13.5,3.8,1.8,NA,2012.0,SEATANK PTE LTD
ST,STK 3,P-11513486,CUMMINS,NA,Up to B20,Compatible with B20,NA,0.0, ,Inboard,Diesel,45,14.5,5.5,2.0,NA,2009.0,STK MARINE PTE LTD
ST,STK 5,11164055,CUMMINS,NA,Up to B20,Compatible with B20,NA,275.0, ,Outboard,Diesel,45,14.5,5.5,2.0,NA,2011.0,BAN HARBOUR TUG SVS PTE LTD
ST,STK 7,G:9124002355,SHANGHAI DIESEL,G128 Diesel Engine,Up to B30,Compatible with B30,NA,280.0,Motor,Inboard,Diesel,50,14.6,6.0,2.0,NA,2013.0,KMT HOLDING PTE LTD
SC,STK 8,13D003566,WEI CHAI,NA,Up to B30,Compatible with B30,NA,190.0, ,Inboard,Diesel,26,13.5,3.8,1.8,NA,2013.0,SEATANK PTE LTD
NA,STL B230 2,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1452,70.1,19.5,4.3,NA,2014.0,HP INFRA MARINE PTE LTD
SR,STL B3,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1452,77.1,34.5,17.5,NA,2014.0,SANTARLI CONSTRUCTION PTE LTD
SR,STL B5,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1452,77.0,34.5,17.5,NA,2015.0,DIKA SHIPPING PTE LTD
SR,STL B6,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1452,77.0,34.5,17.5,NA,2015.0,DIKA SHIPPING PTE LTD
SR,STL B7,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1452,77.0,34.5,17.5,NA,2015.0,DIKA SHIPPING PTE LTD
SR,STL B8,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1452,77.1,34.5,17.5,NA,2015.0,DIKA SHIPPING PTE LTD
SR,STL B9,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1452,77.1,34.5,17.5,NA,2015.0,DIKA SHIPPING PTE LTD
SR,STL H1,p:41208244,CUMMINS,NA,Up to B20,Compatible with B20,NA,596.0,Motor,Inboard,Diesel,1519,64.9,13.8,5.2,NA,2014.0,STL V MARINE PTE LTD
SR,STL H11,41232203,CUMMINS,NA,Up to B20,Compatible with B20,NA,596.0,Motor,Inboard,Diesel,1552,64.9,13.8,5.2,NA,2014.0,STL V MARINE PTE LTD
SR,STL H16,41213111,CUMMINS,NA,Up to B20,Compatible with B20,NA,596.0,Motor,Inboard,Diesel,1552,64.9,13.8,5.2,NA,2015.0,STL V MARINE PTE LTD
SR,STL H17,41228895,CUMMINS,NA,Up to B20,Compatible with B20,NA,596.0,Motor,Inboard,Diesel,1552,68.9,13.8,5.2,NA,2015.0,SANTARLI MARINE PTE LTD
SR,STL H18,41230260,CUMMINS,NA,Up to B20,Compatible with B20,NA,596.0,Motor,Inboard,Diesel,1552,68.9,13.8,5.2,513.0,2015.0,STL V MARINE PTE LTD
SR,STL H2,P:41208246,CUMMINS,NA,Up to B20,Compatible with B20,NA,596.0,Motor,Inboard,Diesel,1519,64.9,13.8,5.2,NA,2014.0,STL V MARINE PTE LTD
SR,STL H20,41231843,CUMMINS,NA,Up to B20,Compatible with B20,NA,596.0,Motor,Inboard,Diesel,1519,64.9,13.8,5.2,2381.0,2015.0,SANTARLI MARINE PTE LTD
SR,STL H3,41208241,CUMMINS,NA,Up to B20,Compatible with B20,NA,596.0,Motor,Inboard,Diesel,1519,68.9,13.8,5.2,NA,2014.0,STL V MARINE PTE LTD
SR,STL H4,41208242,CUMMINS,NA,Up to B20,Compatible with B20,NA,596.0,Motor,Inboard,Diesel,1552,64.9,13.8,5.2,NA,2014.0,STL V MARINE PTE LTD
SR,STL H9,41230262,CUMMINS,NA,Up to B20,Compatible with B20,NA,596.0,Motor,Inboard,Diesel,1552,64.9,13.8,5.2,NA,2014.0,STL V MARINE PTE LTD
SR,STL P1,1214L052939,WEI CHAI,NA,Up to B30,Compatible with B30,NA,147.0,Motor,Inboard,Diesel,22,14.5,3.8,1.4,NA,2015.0,SANTARLI MARINE PTE LTD
SR,STL P2,1215B007829,WEI CHAI,NA,Up to B30,Compatible with B30,NA,147.0,Motor,Inboard,Diesel,19,14.5,3.8,1.2,NA,2015.0,SANTARLI CONSTRUCTION PTE LTD
SP,STL P3,1215D011429,WEI CHAI,NA,Up to B30,Compatible with B30,NA,149.0,Motor,Inboard,Diesel,22,14.5,3.8,1.4,NA,2015.0,HP INFRA MARINE PTE LTD
ST,STL PT 1,R4001,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,485.0,Motor,Inboard,Diesel,147,22.0,7.4,3.1,NA,2013.0,STL V MARINE PTE LTD
ST,STL PT 2,4440,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,610.0,Motor,Inboard,Diesel,197,24.4,8.0,3.7,NA,2013.0,STL V MARINE PTE LTD
ST,STL PT 3,5994,YANMAR,6AYM-WST,"Up to B100, without modification",Compatible with B100,NA,485.0,Motor,Inboard,Diesel,147,22.0,7.4,3.1,NA,2015.0,HP INFRA MARINE PTE LTD
SR,STL PT4,41235028,CUMMINS,K19-M,Up to B20,Compatible with B20,NA,373.0,Motor,Inboard,Diesel,51,14.3,5.5,2.5,NA,2018.0,SANTARLI CONSTRUCTION PTE LTD
SR,STL V,1068005,CUMMINS,NA,Up to B20,Compatible with B20,NA,392.0, ,Inboard,Diesel,1146,63.0,14.5,3.5,NA,2009.0,STL V MARINE PTE LTD
SR,STL WB 120 1,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,258,35.2,13.0,2.5,NA,2016.0,SANTARLI CONSTRUCTION PTE LTD
SR,STL WB 120 2,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,258,35.2,13.0,2.5,NA,2016.0,SANTARLI CONSTRUCTION PTE LTD
SR,STL WB1,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,135,30.5,11.0,2.4,NA,2015.0,SANTARLI CONSTRUCTION PTE LTD
SR,STL WB180 7,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,923,54.9,18.3,3.7,NA,2016.0,SANTARLI CONSTRUCTION PTE LTD
SR,STL WB2,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,916,52.6,18.2,3.6,NA,2006.0,SANTARLI CONSTRUCTION PTE LTD
SR,STL WB6,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1050,54.9,18.3,3.7,NA,2015.0,SANTARLI CONSTRUCTION PTE LTD
NA,STRAITS ABUNDANCE,6DKM-26F,DAIHATSU,NA,"Up to B20, <B20 to B30. Consult OEM",Compatible with B20,NA,3284.0, ,Inboard,Diesel,4081,95.3,18.0,8.8,2000.0,2005.0,STRAITS BUNKERING PTE LTD
NA,STRAITS BRILLIANCE,41157477,CUMMINS,NA,Up to B20,Compatible with B20,NA,671.0,Motor,Inboard,Gas Oil,2239,74.2,15.3,6.9,3605.0,2010.0,STRAITS BUNKERING PTE LTD
NA,STRAITS ETERNITY,6629,YANMAR,6AYM-WST,"Up to B100, without modification",Compatible with B100,NA,485.0,Motor,Inboard,Diesel,495,42.2,10.2,4.3,781.0,2016.0,STRAITS BUNKERING PTE LTD
NA,STRAITS GRACIOUS,AQ6K201038,DAIHATSU,NA,"Up to B20, <B20 to B30. Consult OEM",Compatible with B20,NA,956.0, ,Inboard,Diesel,4062,91.9,17.0,8.8,5518.0,2012.0,STRAITS BUNKERING PTE LTD
SB,STRAITS HARMONY,41168970,CUMMINS,NA,Up to B20,Compatible with B20,NA,895.0,Motor,Inboard,Gas Oil,1999,65.0,14.3,7.2,2960.0,2012.0,STRAITS BUNKERING PTE LTD
NA,STRAITS INTEGRITY,8146,MAN,NA,Up to B30,Compatible with B30,NA,960.0, ,Inboard,Diesel,4066,97.1,16.8,8.6,6020.0,2008.0,STRAITS BUNKERING PTE LTD
NA,STRAITS JUBILANT,FHR0158,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,1471.0, ,Inboard,Diesel,4419,87.5,17.5,9.0,7203.0,2007.0,STRAITS BUNKERING PTE LTD
NA,STS TUG 23A,ME21400,NIIGATA,NA,NA,No Data Available,Not Conclusive,1119.0, ,Inboard,Diesel,234,26.4,8.6,4.7,120.0,1995.0,KST MARITIME PTE. LTD.
