Prefix,Vessel Name,Engine serial no,Engine Brand,Engine model,Status,Non Conclusive Follow Up,Engine shaft power,Engine Type,Engine Mounting,Engine Fuel Used,GT,Length,Breadth,Depth,Dead Weight,Year Built,Owner Name
,BOB ALERT,700937019A301,MAN,D2842,Up to B30,,735,Motor,Inboard,Diesel,91,20,5.5,3.2,,2000,HYDROV SINGAPORE PTE. LTD.
,BOLIVIAN DOLPHIN,37310,MITSUBISHI,,Up to B30,,445,Motor,Inboard,Diesel,186,22.3,8,3.5,,2016,KIM HOCK BEE MARINE PTE LTD
,BONAVISTA BAY 2522,,,,,Not Conclusive,,,,,1706,73.2,21.3,4.2,,2008,KIM HOCK BEE MARINE PTE LTD
SB,BONITA,41185467,CUMMINS,,Up to B20,,261, ,Inboard,Diesel,209,23,9.8,3.7,286,2013,IMPEX NAVIGATION PTE LTD
,BOONTEK,1,ZICHAI,ZC6270ZLC-11,,Not Conclusive,1103,Motor,Inboard,Diesel,3932,84.5,17.5,9,6200,2021,SINGFAR ENGINEERING & SHIPBUILDING P
SC,BOT BARU,0,MITSUBISHI,,Up to B30,,223,Motor,Inboard,Diesel,23,14.6,3.6,1.5,,1996,TAN CHEE KIANG
SC,BOT BARU CSY 4,ILLEGIBLE,ISUZU,,,Not Conclusive,283, ,Inboard,Diesel,22,14.3,3.5,1.5,,1996,ONG SWEE LONG
SR,BOT BARU LKH 5,1214F03237,WEI CHAI,,Up to B30,,207,Motor,Inboard,Diesel,21,11.8,3.8,1.6,,2015,LOH KIM CHAY MARINE SERVICE
,BOTTEGA DOLPHIN,P:43204756,CUMMINS,,Up to B20,,261, ,Inboard,Diesel,111,20.5,6.7,2.9,,2007,KIM HOCK BEE MARINE PTE LTD
SR,BP HYDRO 2,1035439,YAMAHA,FT60GETL,,Not Conclusive,45,Motor,Outboard,Petrol,1,5,2.1,0.3,,2018,RS PORT SERVICES PTE LTD
SR,BP MINI,1038759,YAMAHA,,,Not Conclusive,45,Motor,Outboard,Petrol,5,6.8,2.4,1.1,,2018,KEE MARINE PTE LTD
,BP MINI 2,1039661,YAMAHA,F60GETL,,Not Conclusive,60,Motor,Outboard,Petrol,5,6.4,2.4,1.1,,2021,KEE MARINE PTE LTD
,BPJV PONTOON 1,,,,,Not Conclusive,,,,,146,17.6,12.2,2.4,,2018,RS PORT SERVICES PTE LTD
SR,BPJV PONTOON 2,,,,,Not Conclusive,,,,,30,15.3,5.8,1.2,,1993,RS PORT SERVICES PTE LTD
,BRASSAVOLA,XAAB764365,WARTSILA,VAASA,Compatible to BXX when BXX meets Wartsila biofuel specs B100,,1665,Motor,Inboard,LNG,12123,108.2,22,17.4,6200,2020,INDAH SINGA MARITIME PTE LTD
,BRONTE,,,,,Not Conclusive,,,,,2525,76.8,24,5,5750,2011,BOSKALIS INT&#39;L (S) PTE LTD
SB,BRUE,FTC1070,YANMAR,,"Up to B100, without modification",,883,Motor,Inboard,Diesel,2798,87,15,7.6,4276,2014,GEA-BRAVO PTE LTD
,BS 1201,,,,,Not Conclusive,,,,,261,35.2,12.2,2.5,,2012,BOK SENG ASIA PTE LTD
,BS 1801,,,,,Not Conclusive,,,,,923,52.7,18.3,3.7,,2015,MARINTEKNIK SHIPBUILDERS (S) PTE LTD
,BS 2102,,,,,Not Conclusive,,,,,1263,61.5,18.3,4.3,,2016,BOK SENG ASIA PTE LTD
,BS 27,,,,,Not Conclusive,,,,,4506,96.8,30.5,5.5,,2010,BOK SENG ASIA PTE LTD
,BS 28,,,,,Not Conclusive,,,,,1694,58.5,25,4.5,,2013,BOK SENG ASIA PTE LTD
ST,BS ATLANTIC,37250890,CUMMINS,,Up to B20,,447, ,Inboard,Diesel,142,22,7.4,3.2,,2010,BOK SENG ASIA PTE LTD
ST,BS PACIFIC,1966,YAMAHA,,,Not Conclusive,610, ,Inboard,Diesel,198,25.8,8,3.8,,2011,BOK SENG ASIA PTE LTD
SC,BUANA JAYA 10,1650-250,HINO,,,Not Conclusive,250,Motor,Inboard,Diesel,34,17.4,4.4,1.9,,2013,BUANA TRADING PTE LTD
,BUDI JASA 7,5060980588,MTU,,"Four types up to B100, the rest up to B20/B30",,257,Motor,Inboard,Diesel,33,18,5,1.9,,2011,BUDI JASA INTERNATIONAL PTE LTD
SB,CALISTA,41185466,CUMMINS,,Up to B20,,261, ,Inboard,Diesel,209,23,9.8,3.7,326,2013,IMPEX NAVIGATION PTE LTD
SB,CALLISTO,P:053407,SHANXI DIA,,,Not Conclusive,1250, ,Inboard,Diesel,4969,94.8,18,10,6956,2004,MILOS SHIPPING (PTE) LTD
,CANYON BAY 1803,,,,,Not Conclusive,,,,,1048,52.7,19.5,4,,2015,KIM HOCK BEE MARINE PTE LTD
ST,CAPITOL T1601,P:SGR29173,MITSUBISHI,,Up to B30,,602, ,Inboard,Diesel,194,24.3,8,3.6,,2004,CAPITOL SHIPPING PTE LTD
SC,CAST BRAVERY,6D22-251025,MITSUBISHI,6D22,Up to B30,,120,Motor,Inboard,Diesel,24,13.5,3.8,1.8,,2009,CAST MARINE OFFSHORE PTE LTD
SC,CAST CANBERRA,SC12E460.1P2,SHANGHAI DIESEL,,Up to B30,,338,Motor,Inboard,Diesel,13,11.1,3.8,1.1,,1992,CAST MARINE OFFSHORE PTE LTD
SR,CAST CASUARINA,41667385,CUMMINS,,Up to B20,,261, ,Inboard,Diesel,25,15.1,4,2.2,,2012,CAST MARINE OFFSHORE PTE LTD
,CAST CHAMPION,1222K012718,WEI CHAI,WD10C326-21,Up to B30,,326,Motor,Inboard,Diesel,20,12,3.8,2,,2022,CAST MARINE OFFSHORE PTE LTD
SR,CAST CHANGI,1415S031778,WEI CHAI,,Up to B30,,180,Motor,Inboard,Diesel,32,15.7,4.6,2,,2015,CAST MARINE OFFSHORE PTE LTD
,CAST CLIFFORD,1421D046035,WEI CHAI,,Up to B30,,330,Motor,Inboard,Diesel,26,13.5,3.8,1.8,,2021,CAST MARINE OFFSHORE PTE LTD
,CAST COLLYER,1421H071135,WEI CHAI,WP12C,Up to B30,,350,Motor,Inboard,Diesel,21,13.5,3.8,1.8,,2022,CAST MARINE OFFSHORE PTE LTD
SC,CAST CONEY,6P19D019150,WEI CHAI,WP6C220-23,Up to B30,,162,Motor,Inboard,Diesel,29,14,3.8,1.9,,2020,CAST MARINE OFFSHORE PTE LTD
,CAST CRYSTAL,1221E005229,WEI CHAI,WD10C,Up to B30,,180,Motor,Inboard,Diesel,26,17,3.9,2,,2023,CAST MARINE OFFSHORE PTE LTD
SC,CAST EXPLORER,1216S002765,WEI CHAI,WD10C326-21,Up to B30,,120, ,Inboard,Diesel,26,13.5,3.8,1.8,,2008,CAST LAUNCH SERVICES PTE LTD
SR,CAST HORSBURGH,2140612,WEI CHAI,,Up to B30,,180,Motor,Inboard,Diesel,58,20.3,5,2.2,,2015,CAST MARINE OFFSHORE PTE LTD
SC,CAST INNOVATION,P:276584,MITSUBISHI,,Up to B30,,170, ,Inboard,Diesel,22,14,3,1.8,,2003,CAST LAUNCH SERVICES PTE LTD
SC,CAST JEWEL,1418A004383,WEI CHAI,WP12,Up to B30,,180,Motor,Inboard,Diesel,26,13.5,3.8,1.8,,2018,CAST LAUNCH SERVICES PTE LTD
SC,CAST JURONG,1416K066512,WEI CHAI,,Up to B30,,330,Motor,Inboard,Diesel,26,13.5,3.8,1.8,,2016,CAST LAUNCH SERVICES PTE LTD
SR,CAST LEADER,216J064505,WEI CHAI,,Up to B30,,400, ,Inboard,Diesel,39,16,4.6,2.6,,2008,CAST MARINE OFFSHORE PTE LTD
SC,CAST LION,P:224144,MITSUBISHI,,Up to B30,,180, ,Inboard,Diesel,26,13.5,3.8,1.8,,2003,CAST LAUNCH SERVICES PTE LTD
SC,CAST MASTER,1417F070665,WEI CHAI,WP12C450-21,Up to B30,,0,Motor,Inboard,Diesel,34,14.7,4.6,2,,2006,CAST MARINE OFFSHORE PTE LTD
SC,CAST NANYANG,1416G042245,WEI CHAI,,Up to B30,,180,Motor,Inboard,Diesel,20,13.5,3.8,1.8,,2017,CAST LAUNCH SERVICES PTE LTD
SR,CAST PIONEER,1417C028925,WEI CHAI,WP 12,Up to B30,,180,Motor,Inboard,Diesel,37,16.5,4.6,2.1,,2018,CAST MARINE OFFSHORE PTE LTD
SC,CAST PROGRESS,8DC81A,MITSUBISHI,,Up to B30,,201,Motor,Inboard,Diesel,21,14.2,3.4,1.5,,1993,OKS LAUNCH SERVICE
SC,CAST RAFFLES,1215D011436,WEI CHAI,,Up to B30,,180,Motor,Inboard,Diesel,26,13.5,3.8,1.8,,2015,CAST LAUNCH SERVICES PTE LTD
SC,CAST SELETAR,1422K047509,WEI CHAI,,Up to B30,,180, ,Inboard,Diesel,26,13.5,3.8,1.8,,2012,CAST LAUNCH SERVICES PTE LTD
SC,CAST SEMAKAU,1215H016802,WEI CHAI,WD10C326-21,Up to B30,,240, ,Inboard,Diesel,26,13.5,3.8,1.8,,2011,CAST LAUNCH SERVICES PTE LTD
SC,CAST SENTOSA,208378,MITSUBISHI,,Up to B30,,180, ,Inboard,Diesel,26,13.5,3.8,1.8,,2010,CAST LAUNCH SERVICES PTE LTD
SC,CAST SUPPORTER,P:655004,MITSUBISHI,,Up to B30,,150, ,Inboard,Diesel,26,13.5,3.8,1.8,,2007,CAST LAUNCH SERVICES PTE LTD
SC,CAST SYMPHONY,P:20582,MITSUBISHI,,Up to B30,,180, ,Inboard,Diesel,26,13.5,3.8,1.8,,2005,CAST LAUNCH SERVICES PTE LTD
SC,CAST TEKONG,182772,MITSUBISHI,,Up to B30,,180, ,Inboard,Diesel,29,14,4,1.8,,2010,CAST LAUNCH SERVICES PTE LTD
SC,CAST THOMSON,1416K066513,WEI CHAI,,Up to B30,,180,Motor,Inboard,Diesel,26,13.5,3.8,1.8,,2017,CAST LAUNCH SERVICES PTE LTD
SC,CAST UBIN,P:239635,MITSUBISHI,,Up to B30,,180, ,Inboard,Diesel,26,13.5,3.8,1.8,,2010,CAST LAUNCH SERVICES PTE LTD
SC,CAST UNIVERSAL,1215H016803,WEI CHAI,,Up to B30,,240, ,Inboard,Diesel,26,13.5,3.8,1.8,,2012,CAST LAUNCH SERVICES PTE LTD
SC,CAST VIRGO,P:20718,MITSUBISHI,,Up to B30,,149, ,Inboard,Diesel,35,16.7,3.7,2,,2001,CAST LAUNCH SERVICES PTE LTD
ST,CATERMAS 11,D6B-TK,MITSUBISHI,,Up to B30,,270, ,Inboard,Diesel,49,17.2,5,2,,1980,CATERMAS ENGINEERING PTE LTD
,CATERMAS 17,,,,,Not Conclusive,,,,,825,52.7,17.1,3.7,,2003,CATERMAS ENGINEERING PTE LTD
,CATERMAS 18,,,,,Not Conclusive,,,,,897,52.7,17.1,3.7,,2010,CATERMAS ENGINEERING PTE LTD
,CATERMAS 19,,,,,Not Conclusive,,,,,526,43.9,15.3,3.1,,2010,CATERMAS ENGINEERING PTE LTD
,CATERMAS 22,,,,,Not Conclusive,,,,,256,35.2,12,2.5,,2011,CATERMAS ENGINEERING PTE LTD
SR,CATERMAS 25,219743,HINO,EH700,,Not Conclusive,53, ,Inboard,Diesel,32,14,5.4,1.5,,1975,CATERMAS ENGINEERING PTE LTD
,CATERMAS 26,,,,,Not Conclusive,,,,,588,43.9,15.3,3.1,,2011,CATERMAS ENGINEERING PTE LTD
,CATERMAS 28,,,,,Not Conclusive,,,,,1166,61.5,19.6,3.7,,2011,CATERMAS ENGINEERING PTE LTD
,CATERMAS 3,,,,,Not Conclusive,,,,,706,52.7,15.3,3.1,,1993,CATERMAS ENGINEERING PTE LTD
,CATERMAS 30,,,,,Not Conclusive,,,,,889,52.7,17.1,3.7,,2012,CATERMAS ENGINEERING PTE LTD
,CATERMAS 31,,,,,Not Conclusive,,,,,878,52.7,17.1,3.7,,2018,CATERMAS ENGINEERING PTE LTD
,CATERMAS 32,,,,,Not Conclusive,,,,,303,35.2,12.2,2.5,,2011,SUNSEAP LEASING PTE LTD
SR,CATERMAS 33,70054,MITSUBISHI,,Up to B30,,134, ,Inboard,Diesel,11,9.5,3.2,1.2,,1997,CATERMAS ENGINEERING PTE LTD
,CATERMAS 36,,,,,Not Conclusive,,,,,1059,61.6,18.3,3.7,,2012,CATERMAS ENGINEERING PTE LTD
SR,CATERMAS 37,P:0935,YANVAK,,,Not Conclusive,336, ,Inboard,Diesel,149,22.5,9,2.6,,1994,CATERMAS ENGINEERING PTE LTD
,CATERMAS 38,,,,,Not Conclusive,,,,,1164,64,19.5,3.9,,2011,CATERMAS ENGINEERING PTE LTD
SR,CATERMAS 39,865,YANMAR,,"Up to B100, without modification",,330, ,Inboard,Diesel,152,23,9,2.6,,1993,CATERMAS ENGINEERING PTE LTD
,CATERMAS 50,,,,,Not Conclusive,,,,,629,52.7,15.3,3.1,,2013,CATERMAS ENGINEERING PTE LTD
,CATERMAS 51,,,,,Not Conclusive,,,,,476,43.2,13,3,,1976,CATERMAS ENGINEERING PTE LTD
,CATERMAS 52,,,,,Not Conclusive,,,,,181,29.3,9.1,2.4,,1998,CATERMAS ENGINEERING PTE LTD
,CB100 02,,,,,Not Conclusive,,,,,528,43.9,15.3,3.1,,2016,CAPITOL NAVIGATION PTE LTD
,CB100 03,,,,,Not Conclusive,,,,,444,41.8,15.3,3,,2016,CAPITOL OCEANS PTE LTD
,CB200 03,,,,,Not Conclusive,,,,,914,52.7,18.3,3.7,,2016,CAPITOL OCEANS PTE LTD
,CB200 05,,,,,Not Conclusive,,,,,914,52.7,18.3,3.7,,2016,CAPITOL OCEANS PTE LTD
,CB50 01,,,,,Not Conclusive,,,,,316,36.6,12.2,2.5,,2016,CAPITOL NAVIGATION PTE LTD
,CB50 02,,,,,Not Conclusive,,,,,316,36.6,12.2,2.5,,2016,CAPITOL NAVIGATION PTE LTD
,CB80 01,,,,,Not Conclusive,,,,,528,44,15.3,3.1,,2016,CAPITOL OCEANS PTE LTD
,CB80 03,,,,,Not Conclusive,,,,,528,45.8,15.3,3,,2016,CAPITOL OCEANS PTE LTD
,CCB 115,,,,,Not Conclusive,,,,,743,45.7,18.2,3.6,,2007,DIKA SHIPPING PTE LTD
,CCB 215,,,,,Not Conclusive,,,,,743,43.9,18.3,3.6,,2008,DIKA SHIPPING PTE LTD
SR,CHARLIE 10,4TB04414,CATERPILLAR,,"Up to B100, dealer consultation required",,299, ,Inboard,Diesel,37,14.6,4.7,1.9,,1995,COMMERCIAL DIVING SVCS (S) P L
SR,CHARLIE 22,1080267,CUMMINS,,Up to B20,,223, ,Inboard,Diesel,36,17,4.1,1.8,,2010,COMMERCIAL DIVING SVCS (S) P L
SR,CHARLIE FIVE,505210,ISUZU,,,Not Conclusive,112, ,Inboard,Diesel,35,14,4.4,2,,1992,INTERNTL MARINE IND DIVING P L
,CHG 1027,,,,,Not Conclusive,,,,,135,29.2,9.1,1.8,,1992,CHG MARINE SERVICES PTE LTD
,CHG 1403,,,,,Not Conclusive,,,,,513,42,14.4,3,,1977,CHG MARINE SERVICES PTE LTD
,CHLOE,609136,JIANGSU ANTAI,,,Not Conclusive,1765,Motor,Inboard,Diesel,4096,105.8,15.7,8.8,6360,2005,EASTPEC TRADING PTE LTD
SC,CHONG HAN 01,P:409026,MITSUBISHI,,Up to B30,,190, ,Inboard,Diesel,37,16,4,2,,2010,CHONG HAN MARINE SERVICES
SC,CHONG HAN 02,4BT05647,CATERPILLAR,,"Up to B100, dealer consultation required",,195,Motor,Inboard,Diesel,37,17,5.2,2.3,,2010,CHONG HAN MARINE SERVICES
SC,CHONG HAN 03,4451531,CUMMINS,,Up to B20,,321, ,Inboard,Diesel,28,13.6,3.8,1.9,,2004,CHONG HAN MARINE SERVICES
SC,CHONG HAN 05,DC-10-296345,MITSUBISHI,,Up to B30,,195,Motor,Inboard,Diesel,32,17.5,4.6,2.2,,2014,CHONG HAN MARINE SERVICES
SC,CHONG HAN 06,4621,CATERPILLAR,,"Up to B100, dealer consultation required",,186,Motor,Inboard,Diesel,19,13.5,4.1,1.2,,2015,CHONG HAN MARINE SERVICES
SB,CHWNTEK 5,G6300ZC6B,NINGBO,,,Not Conclusive,1103, ,Inboard,Diesel,3949,84.5,17.5,9,6762,2009,SINGFAR ENERGY PTE LTD
SC,CKL IX,12163002688,WEI CHAI,,Up to B30,,190, ,Inboard,Diesel,28,14.5,3.8,1.8,,2011,CKL MOTOR BOAT PTE LTD
SC,CKL VI,399762,MITSUBISHI,,Up to B30,,224, ,Inboard,Diesel,25,13.5,3.8,1.7,,2006,PONG CHENG LOH
SC,CKL VII,1220L009675,WEI CHAI,,Up to B30,,240, ,Inboard,Diesel,24,13.5,3.8,1.6,,2008,CKL MOTOR BOAT PTE LTD
SC,CKL VIII,1222D005770,WEI CHAI,,Up to B30,,240, ,Inboard,Diesel,25,14.5,3.8,1.6,,2008,CKL MOTOR BOAT PTE LTD
SC,CKL X,1220L009674,WEI CHAI,WD10C326-21,Up to B30,,178, ,Inboard,Diesel,28,14.5,3.8,1.8,,2011,CKL MOTOR BOAT PTE LTD
SC,CKL XI,1213J064507,WEI CHAI,,Up to B30,,240,Motor,Inboard,Diesel,28,14.5,3.8,1.8,,2014,CKL MOTOR BOAT PTE LTD
SC,CKL XII,1215D11437,WEI CHAI,,Up to B30,,320,Motor,Inboard,Diesel,28,14.5,3.8,1.8,,2015,CKL LAUNCH SERVICE PTE LTD
SC,CKL XIII,1216C000483,WEI CHAI,WD10C,Up to B30,,240,Motor,Inboard,Diesel,30,14.5,3.8,1.9,,2016,CKL MOTOR BOAT PTE LTD
SC,CKL XIV,1222D005772,WEI CHAI,,Up to B30,,240,Motor,Inboard,Diesel,30,14.5,3.8,1.9,,2018,CKL MOTOR BOAT PTE LTD
,CKL XIX,1223S011354,WEI CHAI,,Up to B30,,240,Motor,Inboard,Diesel,23,14,3.8,1.9,,2023,CKL MOTOR BOAT PTE LTD
SC,CKL XV,1218J008166,WEI CHAI,,Up to B30,,240,Motor,Inboard,Diesel,30,14.5,3.8,1.9,,2019,CKL MOTOR BOAT PTE LTD
SC,CKL XVI,1219S006756,WEI CHAI,,Up to B30,,176,Motor,Inboard,Diesel,30,14.5,3.8,1.9,,2020,CKL MOTOR BOAT PTE LTD
,CKL XVII,1220D003452,WEI CHAI,,Up to B30,,240,Motor,Inboard,Diesel,23,14.5,3.8,1.9,,2021,CKL MOTOR BOAT PTE LTD
,CKL XVIII,1221E005230,WEI CHAI,,Up to B30,,176,Motor,Inboard,Diesel,23,14.5,3.8,1.9,,2022,CKL MOTOR BOAT PTE LTD
,CLEANSEAS AMITY,LM62870012,DAIHATSU,,"Up to B20. <B20 to B30, Consult OEM",,735, ,Inboard,Diesel,845,60,10.2,5,1215,1995,CSP MARINE PTE LTD
,CLEANSEAS EQUALITY,339,HANSHIN,LH26RG,,Not Conclusive,882,Motor,Inboard,Diesel,987,54.4,12,4.7,,2016,SINGAPORT 813 PTE LTD
SP,CLEANSEAS FERRY 2,T2P01522,CATERPILLAR,,"Up to B100, dealer consultation required",,357, ,Inboard,Diesel,34,14.6,4.8,2.2,,2011,SINGAPORT FERRY SERVICES PTE LTD
SP,CLEANSEAS FERRY 3,T2P01356,CATERPILLAR,,"Up to B100, dealer consultation required",,357, ,Inboard,Diesel,34,14.6,4.8,2.2,,2011,SINGAPORT FERRY SERVICES PTE LTD
SP,CLEANSEAS FERRY I,46470113,CUMMINS,,Up to B20,,194, ,Inboard,Diesel,20,10.7,4.1,1.3,,2005,SINGAPORT FERRY SERVICES PTE LTD
SB,CLEANSEAS HARMONY,DK626Z0161,DAIHATSU,,"Up to B20. <B20 to B30, Consult OEM",,1618, ,Inboard,Diesel,2097,76.2,14.7,5.5,1504,2004,SINGAPORT SHIPPING PTE LTD
SB,CLEANSEAS PROGRESS,33142916,CUMMINS,KTA19-M3,Up to B20,,447,Marine Propulsion,Inboard,Gas Oil,897,49.1,11.8,5.5,1303,2012,SINGAPORT SOONLY PTE LTD
SB,CLEANSEAS UNITED,1195,AKASAKA,,,Not Conclusive,1765, ,Inboard,Diesel,1358,78,12.5,5.5,1695,1997,SINGAPORT SHIPPING PTE LTD
SB,CLOVER,41217620,CUMMINS,NTA855,Up to B20,,298,Motor,Inboard,Diesel,69,22.1,5.6,2.7,1,2014,VICTORY PTE LTD
,CLS SINGAPORE,41297031,CUMMINS,N855-M,Up to B20,,261,Motor,Inboard,Gas Oil,189,23.1,11,2.7,,2019,ASL OFFSHORE &AMP;AMP; MARINE PTE LTD
,CNC 5,9194468,DEUTZ,BF6M 1015 MC,,Not Conclusive,285,Motor,Inboard,Diesel,187,25.1,6.8,3.5,197,2014,CNC PETROLEUM PTE LTD
,COASTAL BAY 2304,,,,,Not Conclusive,,,,,1542,67.3,21.3,4.3,,2013,KIM HOCK BEE MARINE PTE LTD
SC,COASTLINK 1,37237794,CUMMINS,,Up to B20,,305,Motor,Inboard,Diesel,72,21.6,6.2,3.3,,1998,COASTLINK SERVICES PTE LTD
SC,COASTLINK 2,962608K3,CUMMINS,,Up to B20,,305,Motor,Inboard,Diesel,72,21.6,6.2,3.3,,1998,COASTLINK SERVICES PTE LTD
SC,COASTLINK 3,P:45845661,CUMMINS,,Up to B20,,0, ,Inboard,Diesel,24,14.5,4.2,1.6,,2002,COASTLINK SERVICES PTE LTD
SC,COASTLINK 5,P:46252826,CUMMINS,,Up to B20,,0, ,Inboard,Diesel,24,14.5,4.3,1.6,,2002,COASTLINK SERVICES PTE LTD
SC,COASTLINK 7,41154500,CUMMINS,,Up to B20,,298, ,Inboard,Diesel,63,19.5,5.5,2.2,,2012,COASTLINK SERVICES PTE LTD
SC,COASTLINK 8,3011800,CUMMINS,,Up to B20,,260, ,Inboard,Diesel,63,19.5,5.5,2.2,,2012,COASTLINK SERVICES PTE LTD
SC,COASTLINK 9,0,CUMMINS,,Up to B20,,261,Motor,Inboard,Diesel,63,19.6,5.5,2.2,,2017,COASTLINK SERVICES PTE LTD
SC,COMFORT SHIPPING 2472,,,,,Not Conclusive,,,,,1784,70.3,22,4.6,,2011,LOGOS MARINE PTE PTE LTD
SB,COMMITMENT,7010,YANMAR,,"Up to B100, without modification",,970,Motor,Inboard,Diesel,707,43.1,12,4.7,,2017,CBS VENTURES PTE LTD
SB,COMO,08I000478,WEI CHAI,,Up to B30,,828, ,Inboard,Diesel,2756,81.8,14.8,7.3,3861,2008,GMT CHARLIE PTE LTD
SB,CONGO,FTF1024,YANMAR,,"Up to B100, without modification",,956, ,Inboard,Diesel,2995,85.2,16,7.3,4480,2012,GEA-CHARLIE PTE LTD
SC,CONTAINER GALAXY,,,,,Not Conclusive,,,,,547,43,15,3,,1991,CHG MARINE SERVICES PTE LTD
SR,CORETECH PHOENIX,DT2230490J,YUCHAI,,,Not Conclusive,235, ,Inboard,Diesel,26,13.5,3.8,1.8,,2013,CORETECH RESOURCES PTE LTD
SR,CPT 11,,,,,Not Conclusive,,,,,83,21.1,10.2,1.9,,2010,TOA CORPORATION
SR,CREST 148,,,,,Not Conclusive,,,,,428,42.2,13,3,,2010,PACIFIC CREST PTE LTD
SB,CROWN FORTUNE,41108996,CUMMINS,,Up to B20,,895, ,Inboard,Diesel,1975,73.3,15,6.1,2984,2008,UNILINE RESOURCES PTE LTD
SC,CRYSTAL 101,,,,,Not Conclusive,,,,,236,29.3,18.3,1.9,,2000,CRYSTAL OFFSHORE PTE LTD
SC,CRYSTAL 102,,,,,Not Conclusive,,,,,153,30.5,9.1,2.4,,2010,CRYSTAL OFFSHORE PTE LTD
SC,CRYSTAL 103,,,,,Not Conclusive,,,,,153,30.5,9.1,2.4,,2010,CRYSTAL OFFSHORE PTE LTD
SR,CRYSTAL 106,,,,,Not Conclusive,,,,,247,29.3,18.3,1.9,,2016,CRYSTAL OFFSHORE PTE LTD
SR,CRYSTAL 123,,,,,Not Conclusive,,,,,290,35,12.2,2.4,,2010,CRYSTAL OFFSHORE PTE LTD
SR,CRYSTAL 128,,,,,Not Conclusive,,,,,259,36,12.1,2.4,,2011,CRYSTAL OFFSHORE PTE LTD
SC,CRYSTAL 155,,,,,Not Conclusive,,,,,526,43.9,15.3,3.1,,2013,CRYSTAL OFFSHORE PTE LTD
SR,CRYSTAL 189,,,,,Not Conclusive,,,,,862,52.7,17.1,3.7,,2015,CRYSTAL OFFSHORE PTE LTD
SR,CRYSTAL 218,,,,,Not Conclusive,,,,,1262,61.5,18.9,4.3,,2003,CRYSTAL OFFSHORE PTE LTD
SC,CRYSTAL 238,,,,,Not Conclusive,,,,,1800,67.3,21.4,4.9,,2007,CRYSTAL OFFSHORE PTE LTD
ST,CRYSTAL ALCYONE,37155383,CUMMINS,,Up to B20,,373, ,Inboard,Diesel,139,21.6,7.3,3.5,,1996,CRYSTAL OFFSHORE PTE LTD
SC,CRYSTAL ATLAS,,,,,Not Conclusive,,,,,529,52.7,15.3,2.5,,2011,CRYSTAL OFFSHORE PTE LTD
ST,CRYSTAL CAPELLA,P:41056320,CUMMINS,,Up to B20,,298, ,Inboard,Diesel,73,16.9,5.8,2.9,,2003,CRYSTAL OFFSHORE PTE LTD
ST,CRYSTAL CARAVEL,1762,YANMAR,,"Up to B100, without modification",,298,Motor,Inboard,Diesel,86,15.7,6.7,3.1,,2013,CRYSTAL OFFSHORE PTE LTD
ST,CS LEO,99006573,CATERPILLAR,,"Up to B100, dealer consultation required",,300, ,Inboard,Diesel,42,15.5,5,2.6,,1990,SINGAPORT SHIPPING PTE LTD
ST,CS LIBRA,P:4TB06180,CATERPILLAR,,"Up to B100, dealer consultation required",,272, ,Inboard,Diesel,59,15.8,5.8,2.5,,1998,SINGAPORT SOONLY PTE LTD
SC,CSB 2,,,,,Not Conclusive,,,,,259,35.1,12.1,2.4,,2007,SINGAPORT SHIPPING PTE LTD
SR,CSB 3,,,,,Not Conclusive,,,,,261,35.1,12.2,2.4,,2008,SINGAPORT SHIPPING PTE LTD
SB,CSM,41185470,CUMMINS,,Up to B20,,260, ,Inboard,Diesel,209,23,9.8,3.6,284,2012,CENTRAL STAR MARINE SUPPLIES PL.
SB,CSM 1,41138447,CUMMINS,,Up to B20,,298, ,Inboard,Diesel,592,51,9,3.8,602,2010,CENTRAL STAR MARINE SUPPLIES PL.
SB,CSM 2,41201797,CUMMINS,NTA 855M,Up to B20,,370,Motor,Inboard,Diesel,127,25,6.5,2.8,190,2013,CENTRAL STAR MARINE SUPPLIES PL.
,CSM TAURUS,AQ6K201031,DAIHATSU,6DKM-20,"Up to B20. <B20 to B30, Consult OEM",,956,Motor,Inboard,Diesel,2943,85.3,15.4,7.2,1,2012,CENTRAL STAR MARINE SUPPLIES PL.
SR,CT 1,,,,,Not Conclusive,,,,,85,20,10,1.5,,2017,RS PORT SERVICES PTE LTD
SR,CT 2,,,,,Not Conclusive,,,,,75,20,10,1.5,,2017,ANTARA KOH PTE LTD
SC,DAHLIA,41220866,CUMMINS,,Up to B20,,194,Motor,Inboard,Diesel,50,18.9,5.7,2.2,,2015,AMOS INTERNATIONAL (S) PTE LTD
SR,DAIHO 28,,,,,Not Conclusive,,,,,516,43.8,15.2,3,,2006,CAPITOL NAVIGATION PTE LTD
SB,DAVINA,37261520,CUMMINS,KTA19,Up to B20,,447,Motor,Inboard,Diesel,1243,62.4,12,5.8,1868,2014,CNC PETROLEUM PTE LTD
,DB 1602,,,,,Not Conclusive,,,,,640,43.9,15.3,3.7,,2010,HYUNDAI ENGRG AND CONSTRUCTION CO LTD
SB,DEBONAIR,620Z2273,DAIHATSU,,"Up to B20. <B20 to B30, Consult OEM",,800, ,Inboard,Diesel,4189,87.5,17.3,9.6,5582,2010,HONG LAM MARINE PTE LTD
